Status_Evento,Campeonato,Regiao,Periodo_Campeonato,Data_Partida,Mapa,Time,Vitorias,Derrotas,Aproveitamento,Mapas_Jogados,Jogador,Agente,Rating,ACS,Kills,Mortes,Assistencias,ADR
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Icebox,NRG,8,6,57.1%,14,Fiend,Killjoy,0.67,238.6,23.7,12.7,2.0,130.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,Cloud9,6,10,37.5%,16,OXY,Neon,0.96,273.7,16.8,17.2,7.5,161.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,Cloud9,6,10,37.5%,16,Zellsis,Killjoy,1.09,261.1,22.3,17.5,8.6,153.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,Cloud9,6,10,37.5%,16,penny,Viper,0.74,228.0,18.8,17.0,3.5,135.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,Cloud9,6,10,37.5%,16,v1c,Omen,0.66,267.7,11.4,10.8,9.5,115.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,Cloud9,6,10,37.5%,16,Xeppaa,Sova,1.28,296.6,12.3,10.7,4.9,159.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Lotus,Sentinels,0,10,0.0%,10,zekken,Jett,1.08,163.0,17.0,12.7,3.1,133.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Lotus,Sentinels,0,10,0.0%,10,johnqt,Cypher,1.32,246.9,13.5,16.2,7.8,112.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Lotus,Sentinels,0,10,0.0%,10,SACY,Fade,1.27,252.7,15.8,11.5,6.7,136.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Lotus,Sentinels,0,10,0.0%,10,TenZ,Omen,1.16,212.5,21.5,10.9,6.4,195.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Lotus,Sentinels,0,10,0.0%,10,Zellsis,KAY/O,0.98,218.5,12.0,13.8,9.6,177.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Lotus,LOUD,4,6,40.0%,10,Less,Viper,0.82,169.9,17.8,10.0,8.9,165.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Lotus,LOUD,4,6,40.0%,10,Saadhak,Breach,0.82,162.8,21.3,12.5,8.2,108.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Lotus,LOUD,4,6,40.0%,10,cauanzin,Sova,0.75,305.3,16.5,17.6,4.7,152.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Lotus,LOUD,4,6,40.0%,10,tuyz,Omen,1.15,283.2,22.1,13.4,4.4,135.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Lotus,LOUD,4,6,40.0%,10,qck,Jett,0.81,130.1,24.0,17.2,10.0,160.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,NRG,5,8,38.5%,13,Crashies,Sova,0.98,160.8,9.7,15.5,2.7,167.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,NRG,5,8,38.5%,13,victor,Raze,0.95,122.0,15.2,12.6,5.8,107.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,NRG,5,8,38.5%,13,ETHAN,Breach,0.71,122.0,9.2,11.4,8.6,202.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,NRG,5,8,38.5%,13,marved,Omen,1.37,308.5,10.9,9.5,4.3,192.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Lotus,NRG,5,8,38.5%,13,Fiend,Killjoy,0.77,155.7,18.1,15.0,2.3,167.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,Cloud9,5,10,33.3%,15,OXY,Neon,1.43,178.8,17.0,10.6,2.1,168.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,Cloud9,5,10,33.3%,15,Zellsis,Killjoy,0.99,149.7,16.5,12.6,9.3,151.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,Cloud9,5,10,33.3%,15,penny,Viper,1.36,242.8,9.2,9.7,3.5,156.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,Cloud9,5,10,33.3%,15,v1c,Omen,0.67,267.9,8.4,13.9,7.5,149.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,Cloud9,5,10,33.3%,15,Xeppaa,Sova,1.32,268.9,11.5,13.6,4.9,110.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-31,Pearl,Sentinels,1,7,12.5%,8,zekken,Jett,1.07,136.4,8.4,16.4,5.2,152.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-31,Pearl,Sentinels,1,7,12.5%,8,johnqt,Cypher,1.18,211.2,13.5,12.9,2.8,101.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-31,Pearl,Sentinels,1,7,12.5%,8,SACY,Fade,1.09,202.7,16.0,17.6,9.0,204.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-31,Pearl,Sentinels,1,7,12.5%,8,TenZ,Omen,1.15,121.4,10.9,12.6,9.0,143.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-31,Pearl,Sentinels,1,7,12.5%,8,Zellsis,KAY/O,1.43,208.0,9.2,15.4,2.1,144.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Pearl,LOUD,1,4,20.0%,5,Less,Viper,1.31,291.7,23.3,9.9,9.9,120.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Pearl,LOUD,1,4,20.0%,5,Saadhak,Breach,1.28,207.1,18.5,18.0,8.1,136.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Pearl,LOUD,1,4,20.0%,5,cauanzin,Sova,1.14,200.6,15.9,15.8,8.1,172.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Pearl,LOUD,1,4,20.0%,5,tuyz,Omen,1.03,172.6,17.2,11.8,9.5,117.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Pearl,LOUD,1,4,20.0%,5,qck,Jett,0.67,265.0,18.4,13.7,9.8,124.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,NRG,6,9,40.0%,15,Crashies,Sova,1.21,272.2,19.3,10.1,9.1,133.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,NRG,6,9,40.0%,15,victor,Raze,0.65,146.8,19.9,17.8,4.9,143.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,NRG,6,9,40.0%,15,ETHAN,Breach,1.04,274.1,9.2,16.4,5.2,112.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,NRG,6,9,40.0%,15,marved,Omen,1.19,241.2,15.9,12.7,3.9,138.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Pearl,NRG,6,9,40.0%,15,Fiend,Killjoy,1.33,138.9,13.2,10.3,5.5,104.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Split,Cloud9,2,9,18.2%,11,OXY,Neon,1.03,220.8,21.2,14.5,2.1,187.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Split,Cloud9,2,9,18.2%,11,Zellsis,Killjoy,0.95,267.5,14.9,12.3,2.7,158.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Split,Cloud9,2,9,18.2%,11,penny,Viper,1.23,260.3,10.1,16.2,4.8,170.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Split,Cloud9,2,9,18.2%,11,v1c,Omen,0.83,121.7,11.1,14.8,2.9,100.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Split,Cloud9,2,9,18.2%,11,Xeppaa,Sova,0.83,219.6,21.7,13.4,2.0,174.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Split,Sentinels,3,3,50.0%,6,zekken,Jett,0.97,210.5,17.3,10.5,7.1,86.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Split,Sentinels,3,3,50.0%,6,johnqt,Cypher,0.71,126.9,11.1,16.5,9.6,196.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Split,Sentinels,3,3,50.0%,6,SACY,Fade,1.41,185.3,17.9,11.2,3.9,120.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Split,Sentinels,3,3,50.0%,6,TenZ,Omen,0.86,293.3,19.5,14.3,9.9,166.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-25,Split,Sentinels,3,3,50.0%,6,Zellsis,KAY/O,0.8,139.5,24.0,12.9,4.4,162.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Split,LOUD,2,0,100.0%,2,Less,Viper,0.9,244.0,20.4,13.9,2.9,168.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Split,LOUD,2,0,100.0%,2,Saadhak,Breach,1.16,144.3,11.7,9.3,9.7,105.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Split,LOUD,2,0,100.0%,2,cauanzin,Sova,1.11,309.7,8.7,9.0,7.4,181.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Split,LOUD,2,0,100.0%,2,tuyz,Omen,0.73,278.0,22.3,10.6,7.9,174.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-30,Split,LOUD,2,0,100.0%,2,qck,Jett,0.96,303.9,21.5,17.3,2.6,129.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Split,NRG,4,0,100.0%,4,Crashies,Sova,1.11,125.0,21.1,16.6,3.6,115.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Split,NRG,4,0,100.0%,4,victor,Raze,0.92,144.2,18.5,17.9,5.5,130.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Split,NRG,4,0,100.0%,4,ETHAN,Breach,1.02,165.0,15.9,10.9,2.1,115.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Split,NRG,4,0,100.0%,4,marved,Omen,1.22,151.7,12.5,13.3,4.5,187.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Split,NRG,4,0,100.0%,4,Fiend,Killjoy,1.21,140.1,18.7,9.5,5.1,198.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Summit,Cloud9,2,7,22.2%,9,OXY,Neon,0.95,124.2,18.7,16.3,5.4,143.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Summit,Cloud9,2,7,22.2%,9,Zellsis,Killjoy,1.19,249.8,9.6,15.8,7.0,116.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Summit,Cloud9,2,7,22.2%,9,penny,Viper,0.92,125.8,13.7,12.1,4.5,99.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Summit,Cloud9,2,7,22.2%,9,v1c,Omen,1.13,298.1,8.4,12.2,8.9,126.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-28,Summit,Cloud9,2,7,22.2%,9,Xeppaa,Sova,1.07,239.8,13.9,9.3,9.4,178.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Summit,Sentinels,0,10,0.0%,10,zekken,Jett,1.24,294.9,21.6,17.2,2.8,165.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Summit,Sentinels,0,10,0.0%,10,johnqt,Cypher,1.29,291.4,10.0,16.5,4.2,185.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Summit,Sentinels,0,10,0.0%,10,SACY,Fade,0.68,179.9,14.6,16.1,4.3,137.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Summit,Sentinels,0,10,0.0%,10,TenZ,Omen,1.44,172.9,11.8,9.6,6.2,125.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Summit,Sentinels,0,10,0.0%,10,Zellsis,KAY/O,0.96,300.3,11.1,9.4,9.9,196.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-27,Summit,LOUD,2,1,66.7%,3,Less,Viper,1.22,256.6,9.8,14.0,7.7,107.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-27,Summit,LOUD,2,1,66.7%,3,Saadhak,Breach,1.16,289.5,22.5,17.7,9.6,137.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-27,Summit,LOUD,2,1,66.7%,3,cauanzin,Sova,1.02,234.2,19.4,9.8,4.1,191.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-27,Summit,LOUD,2,1,66.7%,3,tuyz,Omen,1.27,134.0,11.8,10.1,3.8,99.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-27,Summit,LOUD,2,1,66.7%,3,qck,Jett,0.97,275.7,17.9,15.6,4.4,130.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Summit,NRG,10,5,66.7%,15,Crashies,Sova,1.25,211.1,11.2,12.8,9.8,153.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Summit,NRG,10,5,66.7%,15,victor,Raze,1.26,195.8,11.8,12.6,3.0,203.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Summit,NRG,10,5,66.7%,15,ETHAN,Breach,1.4,168.2,23.7,14.7,9.4,130.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Summit,NRG,10,5,66.7%,15,marved,Omen,1.39,124.1,21.4,12.8,7.0,202.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Summit,NRG,10,5,66.7%,15,Fiend,Killjoy,0.94,243.8,18.0,15.8,7.1,110.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Sunset,Cloud9,3,4,42.9%,7,OXY,Neon,1.43,217.7,16.9,9.6,4.9,132.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Sunset,Cloud9,3,4,42.9%,7,Zellsis,Killjoy,0.95,292.8,16.9,9.0,3.9,199.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Sunset,Cloud9,3,4,42.9%,7,penny,Viper,1.14,133.0,13.2,11.7,5.2,142.1
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Sunset,Cloud9,3,4,42.9%,7,v1c,Omen,0.97,135.3,17.1,17.5,5.0,134.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-01,Sunset,Cloud9,3,4,42.9%,7,Xeppaa,Sova,0.83,145.1,13.7,10.3,3.3,148.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Sunset,Sentinels,3,5,37.5%,8,zekken,Jett,0.73,188.1,14.1,16.2,3.6,185.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Sunset,Sentinels,3,5,37.5%,8,johnqt,Cypher,1.17,137.3,17.2,12.9,5.4,91.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Sunset,Sentinels,3,5,37.5%,8,SACY,Fade,0.68,257.9,20.0,12.5,5.5,140.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Sunset,Sentinels,3,5,37.5%,8,TenZ,Omen,1.21,175.7,14.1,9.9,8.6,159.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-07-26,Sunset,Sentinels,3,5,37.5%,8,Zellsis,KAY/O,1.02,269.6,21.0,15.6,5.9,184.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Sunset,LOUD,7,3,70.0%,10,Less,Viper,1.14,251.0,11.2,11.9,2.0,103.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Sunset,LOUD,7,3,70.0%,10,Saadhak,Breach,1.0,146.2,17.3,16.5,6.0,197.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Sunset,LOUD,7,3,70.0%,10,cauanzin,Sova,0.97,305.3,21.5,14.2,4.6,198.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Sunset,LOUD,7,3,70.0%,10,tuyz,Omen,0.99,297.2,11.4,16.8,3.1,203.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-07,Sunset,LOUD,7,3,70.0%,10,qck,Jett,0.81,196.6,21.8,9.7,8.9,119.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Sunset,NRG,1,5,16.7%,6,Crashies,Sova,1.42,239.7,22.2,9.1,6.7,157.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Sunset,NRG,1,5,16.7%,6,victor,Raze,1.34,271.9,15.3,17.7,3.9,139.7
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Sunset,NRG,1,5,16.7%,6,ETHAN,Breach,0.74,159.2,13.3,13.9,5.4,145.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Sunset,NRG,1,5,16.7%,6,marved,Omen,0.83,190.1,17.7,15.1,8.9,95.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Sunset,NRG,1,5,16.7%,6,Fiend,Killjoy,1.02,219.0,20.8,15.9,3.4,97.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Abyss,Cloud9,5,2,71.4%,7,OXY,Neon,1.42,155.6,14.0,11.5,5.8,90.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Abyss,Cloud9,5,2,71.4%,7,Zellsis,Killjoy,0.86,121.0,13.0,12.5,7.3,195.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Abyss,Cloud9,5,2,71.4%,7,penny,Viper,1.4,191.7,9.5,17.7,6.5,198.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Abyss,Cloud9,5,2,71.4%,7,v1c,Omen,0.75,226.7,8.2,9.5,5.3,192.8
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-02,Abyss,Cloud9,5,2,71.4%,7,Xeppaa,Sova,0.95,267.8,10.5,14.9,5.3,126.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-05,Abyss,Sentinels,2,7,22.2%,9,zekken,Jett,0.77,301.9,20.4,15.5,4.2,128.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-05,Abyss,Sentinels,2,7,22.2%,9,johnqt,Cypher,1.4,185.9,13.9,11.9,3.6,186.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-05,Abyss,Sentinels,2,7,22.2%,9,SACY,Fade,0.83,249.4,16.6,14.4,2.4,91.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-05,Abyss,Sentinels,2,7,22.2%,9,TenZ,Omen,1.18,265.6,15.3,10.9,6.4,100.6
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-05,Abyss,Sentinels,2,7,22.2%,9,Zellsis,KAY/O,0.73,292.8,14.8,11.8,4.6,151.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Abyss,LOUD,0,10,0.0%,10,Less,Viper,1.2,176.2,14.7,14.4,8.7,175.4
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Abyss,LOUD,0,10,0.0%,10,Saadhak,Breach,0.68,256.9,14.0,17.1,7.2,171.5
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Abyss,LOUD,0,10,0.0%,10,cauanzin,Sova,0.92,213.4,8.1,15.9,3.4,157.2
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Abyss,LOUD,0,10,0.0%,10,tuyz,Omen,0.97,148.8,16.2,16.6,5.1,118.9
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-04,Abyss,LOUD,0,10,0.0%,10,qck,Jett,1.4,144.0,20.8,12.7,5.3,86.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Abyss,NRG,1,7,12.5%,8,Crashies,Sova,1.4,162.8,13.1,11.5,4.9,152.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Abyss,NRG,1,7,12.5%,8,victor,Raze,1.31,275.6,11.0,9.2,7.2,183.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Abyss,NRG,1,7,12.5%,8,ETHAN,Breach,0.81,125.0,17.4,17.5,7.2,115.3
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Abyss,NRG,1,7,12.5%,8,marved,Omen,0.79,137.6,16.6,10.2,8.5,115.0
ONGOING,VCT 26: AMER Stage 2,AMER,Jul 16 - Sep 7,2026-08-08,Abyss,NRG,1,7,12.5%,8,Fiend,Killjoy,1.42,187.5,18.0,14.5,7.6,116.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Ascent,Paper Rex,2,4,33.3%,6,forsaKeN,Yoru,0.79,229.2,15.8,17.1,5.1,181.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Ascent,Paper Rex,2,4,33.3%,6,something,Jett,1.18,146.5,21.2,14.1,6.7,113.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Ascent,Paper Rex,2,4,33.3%,6,mindfreak,Omen,1.13,135.8,22.3,17.0,2.8,142.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Ascent,Paper Rex,2,4,33.3%,6,d4v41,Skye,1.41,276.6,10.0,15.6,9.6,111.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Ascent,Paper Rex,2,4,33.3%,6,CGRS,Gekko,0.71,258.6,17.1,11.6,2.5,130.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Ascent,DRX,9,9,50.0%,18,stax,KAY/O,1.09,267.6,20.7,12.8,2.5,148.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Ascent,DRX,9,9,50.0%,18,Buzz,Jett,0.76,234.0,10.2,11.5,3.5,151.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Ascent,DRX,9,9,50.0%,18,MaKo,Omen,1.3,145.0,9.0,16.5,4.9,142.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Ascent,DRX,9,9,50.0%,18,Foxy9,Duelist,1.21,206.3,9.2,10.4,5.2,125.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Ascent,DRX,9,9,50.0%,18,Flashback,Viper,1.05,290.0,17.4,15.8,2.6,168.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Bind,Paper Rex,7,9,43.8%,16,forsaKeN,Yoru,0.66,193.4,23.8,13.6,2.3,157.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Bind,Paper Rex,7,9,43.8%,16,something,Jett,1.43,245.0,15.3,17.9,6.4,109.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Bind,Paper Rex,7,9,43.8%,16,mindfreak,Omen,1.17,144.3,13.5,11.0,8.9,146.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Bind,Paper Rex,7,9,43.8%,16,d4v41,Skye,0.7,196.2,19.5,9.4,5.9,191.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Bind,Paper Rex,7,9,43.8%,16,CGRS,Gekko,0.77,203.9,9.5,16.8,7.5,181.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Bind,DRX,0,2,0.0%,2,stax,KAY/O,0.69,156.4,11.6,13.3,3.0,113.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Bind,DRX,0,2,0.0%,2,Buzz,Jett,1.18,176.1,11.5,15.0,6.5,200.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Bind,DRX,0,2,0.0%,2,MaKo,Omen,1.39,226.9,16.3,14.0,7.9,157.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Bind,DRX,0,2,0.0%,2,Foxy9,Duelist,1.1,200.1,19.1,9.1,5.7,122.9
